,articleUrl,articleSeq,articleRegDate,price,title,sortDate,productHiddenStatus,state
71,https://m.cafe.naver.com/ArticleRead.nhn?clubid=10050146&menuid=339&boardtype=C&page=1&articleid=911011921&referrerAllArticles=false,911011921.0,2022-04-15 22:46:19,100000000,[24시]아이폰13 미니 13프로 맥스 (애플/삼성전기종 최고가매입),2022-04-15 22:46:19,0,0
72,https://m.cafe.naver.com/ArticleRead.nhn?clubid=10050146&menuid=339&boardtype=C&page=1&articleid=911011749&referrerAllArticles=false,911011749.0,2022-04-15 22:45:10,2999000,"아이폰13 프로맥스/미니 pro max 방문매입(자급제,데모폰)",2022-04-15 22:45:10,0,0
73,https://m.cafe.naver.com/ArticleRead.nhn?clubid=10050146&menuid=424&boardtype=C&page=1&articleid=911011672&referrerAllArticles=false,911011672.0,2022-04-15 22:44:38,1000000,아이폰13 프로 pro 12 프로맥스 자급제 미개봉 매입 삽니다,2022-04-15 22:44:38,0,0
74,https://m.cafe.naver.com/ArticleRead.nhn?clubid=10050146&menuid=339&boardtype=C&page=1&articleid=911011503&referrerAllArticles=false,911011503.0,2022-04-15 22:43:36,1500000,"[매입]아이폰13 프로 맥스 애플전기종,중고폰,자급제미개봉,박스폰매입",2022-04-15 22:43:36,0,0
75,https://m.cafe.naver.com/ArticleRead.nhn?clubid=10050146&menuid=339&boardtype=C&page=1&articleid=911010888&referrerAllArticles=false,911010888.0,2022-04-15 22:39:47,3333333,"[매입]아이폰 13 프로 맥스(자급제폰,박스폰,당일개통폰,중고폰)",2022-04-15 22:39:47,0,0
76,https://m.cafe.naver.com/ArticleRead.nhn?clubid=10050146&menuid=424&boardtype=C&page=1&articleid=911010588&referrerAllArticles=false,911010588.0,2022-04-15 22:37:43,1550000,아이폰13 프로 맥스 갤럭시S22 울트라 전기종 삽니다. 자급제 통신사 유심기변,2022-04-15 22:37:43,0,0
77,https://m.cafe.naver.com/ArticleRead.nhn?clubid=10050146&menuid=339&boardtype=C&page=1&articleid=911010582&referrerAllArticles=false,911010582.0,2022-04-15 22:37:41,1490000,아이폰13 프로맥스 256기가 미개봉자급제미개통새상품입니다,2022-04-15 22:37:41,0,0
78,https://m.cafe.naver.com/ArticleRead.nhn?clubid=10050146&menuid=339&boardtype=C&page=1&articleid=911010534&referrerAllArticles=false,911010534.0,2022-04-15 22:37:20,1500000,"[매입]아이폰13 프로 맥스 애플전기종,중고폰,자급제미개봉,박스폰매입",2022-04-15 22:37:20,0,0
79,https://m.cafe.naver.com/ArticleRead.nhn?clubid=10050146&menuid=339&boardtype=C&page=1&articleid=911010488&referrerAllArticles=false,911010488.0,2022-04-15 22:37:08,650000,아이폰13미니 128기가 핑크색,2022-04-15 22:37:08,0,0
80,https://m.cafe.naver.com/ArticleRead.nhn?clubid=10050146&menuid=424&boardtype=C&page=1&articleid=911010281&referrerAllArticles=false,911010281.0,2022-04-15 22:35:40,2000000,"아이폰13프로맥스@아이폰전기종(자급제,박스폰,중고폰)당일매입OK",2022-04-15 22:35:40,0,0
81,https://m.cafe.naver.com/ArticleRead.nhn?clubid=10050146&menuid=339&boardtype=C&page=1&articleid=911010238&referrerAllArticles=false,911010238.0,2022-04-15 22:35:23,930000,아이폰13 핑크 128기가 미개봉 자급제 팝니다,2022-04-15 22:35:23,0,0
82,https://m.cafe.naver.com/ArticleRead.nhn?clubid=10050146&menuid=427&boardtype=C&page=1&articleid=911010230&referrerAllArticles=false,911010230.0,2022-04-15 22:35:20,20000,[새상품]아이폰12케이스아이폰12프로케이스아이폰13케이스아이폰13프로케이스 프리디케이스판매.,2022-04-15 22:35:20,0,0
83,https://m.cafe.naver.com/ArticleRead.nhn?clubid=10050146&menuid=339&boardtype=C&page=1&articleid=911009919&referrerAllArticles=false,911009919.0,2022-04-15 22:33:23,3333333,"[매입]아이폰 13 프로 맥스(자급제폰,박스폰,당일개통폰,중고폰)",2022-04-15 22:33:23,0,0
84,https://m.cafe.naver.com/ArticleRead.nhn?clubid=10050146&menuid=339&boardtype=C&page=1&articleid=911009607&referrerAllArticles=false,911009607.0,2022-04-15 22:31:12,4999999,"아이폰13 PRO MAX 프로 맥스 자급제미개봉,당일개통,박스폰삽니다",2022-04-15 22:31:12,0,0
